## blobtools v0.9.19
## assembly	: /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## coverage	: spades - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## taxonomy	: tax0 - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.blast
## nodesDB	: None
## taxrule	: bestsum
##
# name	length	GC	N	spades	superkingdom.t.6	superkingdom.s.7	superkingdom.c.8	phylum.t.9	phylum.s.10	phylum.c.11	order.t.12	order.s.13	order.c.14	family.t.15	family.s.16	family.c.17	genus.t.18	genus.s.19	genus.c.20	species.t.21	species.s.22	species.c.23
SRR667170_10_length_305_cov_3.132	305	0.541	0	3.132	Bacteria	5349.0	0	Proteobacteria	5349.0	0	Neisseriales	4794.0	1	Neisseriaceae	4794.0	1	Neisseria	2580.0	3	Neisseria meningitidis	2580.0	3
SRR667170_11_length_268_cov_278.92	268	0.5187	0	278.92	Bacteria	4826.0	0	Firmicutes	4826.0	0	Lactobacillales	4826.0	0	Lactobacillaceae	4826.0	0	Lactobacillus	4826.0	0	uncultured Lactobacillus sp.	2480.0	3
SRR667170_12_length_230_cov_69.1886	230	0.5087	0	69.189	Bacteria	3918.0	0	Firmicutes	3918.0	0	Lactobacillales	3918.0	0	Lactobacillaceae	3918.0	0	Lactobacillus	3918.0	0	uncultured Lactobacillus sp.	2110.0	4
SRR667170_13_length_229_cov_201.138	229	0.524	0	201.138	Bacteria	3910.0	0	Firmicutes	3910.0	0	Lactobacillales	3910.0	0	Lactobacillaceae	3910.0	0	Lactobacillus	3910.0	0	uncultured Lactobacillus sp.	1696.0	5
SRR667170_14_length_213_cov_27.0063	213	0.4883	0	27.006	Eukaryota	3505.0	0	Streptophyta	1765.0	1	Chlorophyta-undef	1740.0	3	Pycnococcaceae	1392.0	5	Pycnococcus	1044.0	7	unresolved	353.0	9
SRR667170_15_length_152_cov_86.2268	152	0.5789	0	86.227	Bacteria	2558.0	0	Firmicutes	2558.0	0	Lactobacillales	2558.0	0	Lactobacillaceae	2558.0	0	Lactobacillus	2558.0	0	Lactobacillus heilongjiangensis	765.0	6
SRR667170_16_length_152_cov_75.3299	152	0.5395	0	75.33	Bacteria	2673.0	0	Firmicutes	2392.0	1	Lactobacillales	2116.0	2	Lactobacillaceae	2116.0	2	Lactobacillus	2116.0	2	uncultured Lactobacillus sp.	1008.0	5
SRR667170_17_length_150_cov_149.158	150	0.5667	0	149.158	Bacteria	2678.0	0	Firmicutes	2428.0	1	Lactobacillales	2150.0	2	Lactobacillaceae	2150.0	2	Lactobacillus	2150.0	2	uncultured Lactobacillus sp.	788.0	7
SRR667170_18_length_150_cov_63.5053	150	0.5533	0	63.505	Bacteria	2689.0	0	Firmicutes	2689.0	0	Lactobacillales	2411.0	1	Lactobacillaceae	2411.0	1	Lactobacillus	2411.0	1	unresolved	278.0	9
SRR957058_1_length_780_cov_25.249	780	0.5154	0	25.249	Bacteria	13011.0	0	Proteobacteria	13011.0	0	Rhizobiales	13011.0	0	Bartonellaceae	7641.0	1	Bartonella	7641.0	1	uncultured Rhizobiales bacterium	5370.0	4
SRR957058_2_length_751_cov_35.3189	751	0.5087	0	35.319	Bacteria	12106.0	0	Proteobacteria	10763.0	1	Proteobacteria-undef	5242.0	3	Proteobacteria-undef	5242.0	3	Proteobacteria-undef	5242.0	4	uncultured gamma proteobacterium	5242.0	4
SRR957058_3_length_478_cov_18.3371	478	0.5879	0	18.337	Bacteria	8640.0	0	Actinobacteria	8640.0	0	Bifidobacteriales	8640.0	0	Bifidobacteriaceae	8640.0	0	Bifidobacterium	8640.0	0	Bifidobacterium kashiwanohense	3380.0	4
SRR957058_4_length_458_cov_16.5035	458	0.6135	0	16.503	Bacteria	8084.0	0	Actinobacteria	8084.0	0	Bifidobacteriales	8084.0	0	Bifidobacteriaceae	8084.0	0	Bifidobacterium	8084.0	0	Bifidobacterium thermophilum	3096.0	4
SRR957058_5_length_442_cov_164.029	442	0.5317	0	164.029	Bacteria	7738.0	0	Firmicutes	7738.0	0	Lactobacillales	7738.0	0	Lactobacillaceae	7738.0	0	Lactobacillus	7738.0	0	uncultured Lactobacillus sp.	3250.0	4
SRR957058_6_length_384_cov_89.7464	384	0.5156	0	89.746	Bacteria	5540.0	0	Firmicutes	4936.0	1	Lactobacillales	4936.0	1	Lactobacillaceae	4936.0	1	Lactobacillus	4936.0	1	Lactobacillus sp. wkB8	2684.0	3
SRR957058_7_length_380_cov_51.3285	380	0.5342	0	51.328	Bacteria	6160.0	0	Firmicutes	6160.0	0	Lactobacillales	6160.0	0	Lactobacillaceae	6160.0	0	Lactobacillus	6160.0	0	uncultured Lactobacillus sp.	3104.0	4
SRR957058_8_length_354_cov_4.85981	354	0.5339	0	4.86	Bacteria	5562.0	0	Proteobacteria	5562.0	0	Neisseriales	5072.0	1	Neisseriaceae	3184.0	2	Snodgrassella	3184.0	2	Snodgrassella alvi	3184.0	2
SRR957058_9_length_350_cov_13.4353	350	0.6	0	13.435	Bacteria	5645.0	0	Actinobacteria	5645.0	0	Bifidobacteriales	5645.0	0	Bifidobacteriaceae	5645.0	0	Bifidobacterium	5645.0	0	Bifidobacterium bifidum	2580.0	4
SRR957058_10_length_297_cov_5.86364	297	0.5118	0	5.864	Bacteria	5105.0	0	Proteobacteria	4633.0	1	Neisseriales	3535.0	2	Neisseriaceae	3535.0	2	Neisseria	1888.0	3	uncultured Neisseriaceae bacterium	1647.0	4
SRR957058_11_length_287_cov_50.1929	287	0.5296	0	50.193	Bacteria	5122.0	0	Proteobacteria	5122.0	0	Proteobacteria-undef	2124.0	2	Proteobacteria-undef	2124.0	2	Proteobacteria-undef	2124.0	3	uncultured gamma proteobacterium	2124.0	3
SRR957058_12_length_233_cov_31.99	233	0.5107	0	31.99	Bacteria	3801.0	0	Proteobacteria	3801.0	0	Proteobacteria-undef	2135.0	2	Proteobacteria-undef	2135.0	2	Proteobacteria-undef	2135.0	3	uncultured gamma proteobacterium	2135.0	3
SRR957058_13_length_228_cov_229.144	228	0.5351	0	229.144	Bacteria	3896.0	0	Firmicutes	3196.0	1	Lactobacillales	3196.0	1	Lactobacillaceae	3196.0	1	Lactobacillus	3196.0	1	uncultured Lactobacillus sp.	838.0	7
SRR957058_14_length_228_cov_50.1692	228	0.5395	0	50.169	Bacteria	4103.0	0	Proteobacteria	4103.0	0	Proteobacteria-undef	1688.0	2	Proteobacteria-undef	1688.0	2	Proteobacteria-undef	1688.0	2	uncultured gamma proteobacterium	1688.0	2
SRR957058_15_length_227_cov_109.861	227	0.5198	0	109.861	Bacteria	3785.0	0	Firmicutes	3785.0	0	Lactobacillales	3785.0	0	Lactobacillaceae	3785.0	0	Lactobacillus	3785.0	0	Lactobacillus paracollinoides	1348.0	4
SRR957058_16_length_203_cov_22.8	203	0.532	0	22.8	Bacteria	3164.0	0	Proteobacteria	3164.0	0	Rhizobiales	3164.0	0	Brucellaceae	2835.0	1	Brucella	2835.0	1	Brucella abortus	1575.0	2
SRR957058_17_length_179_cov_30.274	179	0.5531	0	30.274	Bacteria	2928.0	0	Proteobacteria	2928.0	0	Orbales	2380.0	1	Orbaceae	2380.0	1	Gilliamella	1212.0	2	Gilliamella apicola	1212.0	2
SRR957058_18_length_172_cov_41.7842	172	0.5116	0	41.784	Bacteria	3100.0	0	Proteobacteria	3100.0	0	Rhizobiales	2464.0	1	Rhizobiaceae	1510.0	2	Sinorhizobium	1208.0	3	uncultured Rhizobiales bacterium	954.0	5
SRR957058_19_length_171_cov_18.1594	171	0.5731	0	18.159	Bacteria	3023.0	0	Actinobacteria	3023.0	0	Bifidobacteriales	3023.0	0	Bifidobacteriaceae	3023.0	0	Bifidobacterium	3023.0	0	uncultured Bifidobacterium sp.	1759.0	3
SRR957058_20_length_157_cov_42.8952	157	0.5732	0	42.895	Bacteria	2792.0	0	Proteobacteria	2792.0	0	Rhizobiales	2210.0	1	Bartonellaceae	1337.0	2	Bartonella	1337.0	2	Bartonella quintana	1337.0	2
SRR957058_21_length_154_cov_253.727	154	0.526	0	253.727	Bacteria	2821.0	0	Firmicutes	2547.0	1	Lactobacillales	2262.0	2	Lactobacillaceae	2262.0	2	Lactobacillus	2262.0	2	Lactobacillus helveticus	558.0	8
SRR957058_22_length_153_cov_171.175	153	0.5163	0	171.175	Bacteria	2680.0	0	Firmicutes	2430.0	1	Lactobacillales	1864.0	2	Lactobacillaceae	1864.0	2	Lactobacillus	1864.0	2	Lactobacillus oligofermentans	732.0	6
SRR957058_23_length_138_cov_106.524	138	0.4565	0	106.524	Bacteria	1780.0	0	Firmicutes	1780.0	0	Lactobacillales	1780.0	0	Lactobacillaceae	1780.0	0	Lactobacillus	1780.0	0	Lactobacillus johnsonii	1246.0	2
SRR957058_24_length_120_cov_30.1264	120	0.525	0	30.126	Bacteria	2177.0	0	Proteobacteria	2177.0	0	Orbales	877.0	2	Orbaceae	877.0	2	unresolved	666.0	4	unresolved	666.0	4
SRR957058_25_length_100_cov_38.3433	100	0.53	0	38.343	Bacteria	1850.0	0	Proteobacteria	1850.0	0	Rhizobiales	1850.0	0	Bartonellaceae	1295.0	2	Bartonella	1295.0	3	Bartonella sp.	925.0	4
SRR957058_26_length_52_cov_246.368	52	0.6154	0	246.368	Bacteria	873.9	1	Proteobacteria	873.9	1	unresolved	194.2	6	unresolved	194.2	6	unresolved	194.2	7	unresolved	97.1	9
SRR957058_27_length_50_cov_60.3529	50	0.6	0	60.353	Bacteria	935.0	0	Actinobacteria	654.5	3	Corynebacteriales	467.5	5	Mycobacteriaceae	467.5	5	Mycobacterium	467.5	5	unresolved	93.5	9
SRR957058_28_length_48_cov_175.933	48	0.5625	0	175.933	Bacteria	538.8	1	unresolved	359.2	2	undef	359.2	5	undef	359.2	6	undef	359.2	6	unresolved	89.8	9
SRR957058_29_length_48_cov_56.2667	48	0.5417	0	56.267	Bacteria	808.2	1	Bacteria-undef	449.0	2	Bacteria-undef	449.0	4	Bacteria-undef	449.0	4	Bacteria-undef	449.0	5	uncultured bacterium	449.0	5
SRR957058_30_length_38_cov_230.8	38	0.6053	0	230.8	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
SRR957058_31_length_37_cov_24.5	37	0.5946	0	24.5	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
SRR957061_1_length_873_cov_2.95357	873	0.5132	0	2.954	Bacteria	15635.0	0	Firmicutes	15635.0	0	Lactobacillales	15635.0	0	Lactobacillaceae	15635.0	0	Lactobacillus	14227.0	1	Lactobacillus kunkeei	14227.0	1
SRR957061_2_length_451_cov_2.80622	451	0.5011	0	2.806	Bacteria	7813.0	0	Firmicutes	7813.0	0	Lactobacillales	7813.0	0	Lactobacillaceae	7813.0	0	Lactobacillus	7813.0	0	Lactobacillus kunkeei	6484.0	2
SRR957061_3_length_328_cov_2.72203	328	0.4665	0	2.722	Bacteria	5930.0	0	Firmicutes	5930.0	0	Lactobacillales	5930.0	0	Lactobacillaceae	5930.0	0	Lactobacillus	5930.0	0	Lactobacillus kunkeei	5451.0	1
SRR957063_1_length_795_cov_3.77165	795	0.5208	0	3.772	Bacteria	13940.0	0	Firmicutes	13940.0	0	Lactobacillales	13940.0	0	Lactobacillaceae	13940.0	0	Lactobacillus	13940.0	0	uncultured Lactobacillus sp.	5876.0	5
SRR957063_2_length_325_cov_1.60616	325	0.5569	0	1.606	Bacteria	4665.0	0	Firmicutes	2046.0	2	Lactobacillales	2046.0	2	Lactobacillaceae	2046.0	3	Lactobacillus	2046.0	3	uncultured Lactobacillus sp.	1641.0	8
SRR957063_3_length_237_cov_1.48039	237	0.5232	0	1.48	Bacteria	3246.0	0	Bacteria-undef	1441.0	2	Bacteria-undef	1441.0	3	Bacteria-undef	1441.0	3	Bacteria-undef	1441.0	3	uncultured bacterium	1441.0	3
SRR957064_1_length_1625_cov_12.7274	1625	0.5003	0	12.727	Bacteria	30416.0	0	Firmicutes	30416.0	0	Lactobacillales	28622.0	1	Lactobacillaceae	28622.0	1	Lactobacillus	26322.0	2	Lactobacillus kunkeei	26322.0	2
SRR957064_2_length_301_cov_3.82836	301	0.5316	0	3.828	Bacteria	5168.0	0	Proteobacteria	4656.0	1	Rhodospirillales	4656.0	1	Acetobacteraceae	4656.0	1	Acetobacteraceae-undef	2780.0	3	Acetobacter pasteurianus	940.0	7
SRR957077_1_length_640_cov_2.87974	640	0.5547	0	2.88	Bacteria	8991.0	0	Proteobacteria	4421.0	2	Rhizobiales	3501.0	3	Rhizobiaceae	3501.0	3	Lactobacillus	2706.0	4	Liberibacter crescens	2601.0	7
SRR957077_2_length_385_cov_2.6875	385	0.5506	0	2.688	Bacteria	6069.0	0	Proteobacteria	6069.0	0	Rhizobiales	5441.0	1	Bartonellaceae	2389.0	3	Bartonella	2389.0	3	uncultured Rhizobiales bacterium	1880.0	5
SRR957077_3_length_260_cov_1.99119	260	0.5038	0	1.991	Bacteria	3467.0	0	Proteobacteria	2739.0	1	Rhizobiales	2402.0	2	Rhizobiaceae	1701.0	3	Rhizobium	1027.0	4	uncultured bacterium	728.0	7
SRR957077_4_length_212_cov_2.01117	212	0.4623	0	2.011	Bacteria	3028.0	0	Proteobacteria	3028.0	0	Rhizobiales	3028.0	0	Bartonellaceae	3028.0	0	Bartonella	3028.0	0	Bartonella rochalimae	900.0	4
SRR957078_1_length_907_cov_27.2586	907	0.6042	0	27.259	Bacteria	16075.0	0	Actinobacteria	16075.0	0	Bifidobacteriales	16075.0	0	Bifidobacteriaceae	16075.0	0	Bifidobacterium	16075.0	0	Bifidobacterium thermophilum	6164.0	5
SRR957078_2_length_612_cov_47.2832	612	0.5229	0	47.283	Bacteria	9844.0	0	Firmicutes	8802.0	1	Lactobacillales	8802.0	1	Lactobacillaceae	8802.0	1	Lactobacillus	8802.0	1	uncultured Lactobacillus sp.	3052.0	7
SRR957078_3_length_384_cov_26.0769	384	0.5182	0	26.077	Bacteria	5620.0	0	Firmicutes	5010.0	1	Lactobacillales	5010.0	1	Lactobacillaceae	5010.0	1	Lactobacillus	5010.0	1	Lactobacillus sp. wkB8	2660.0	4
SRR957078_4_length_356_cov_13.2105	356	0.5365	0	13.21	Bacteria	5622.0	0	Proteobacteria	5622.0	0	Neisseriales	5126.0	1	Neisseriaceae	3218.0	2	Snodgrassella	3218.0	2	Snodgrassella alvi	3218.0	2
SRR957078_5_length_355_cov_28.2143	355	0.5972	0	28.214	Bacteria	5753.0	0	Actinobacteria	5753.0	0	Bifidobacteriales	5753.0	0	Bifidobacteriaceae	5753.0	0	Bifidobacterium	5753.0	0	Bifidobacterium bifidum	2645.0	3
SRR957078_6_length_346_cov_13.8371	346	0.5318	0	13.837	Bacteria	5762.0	0	Proteobacteria	5204.0	1	Rhizobiales	4612.0	2	Rhizobiales-undef	2368.0	4	Rhizobiales-undef	2368.0	4	uncultured Rhizobiales bacterium	2368.0	4
SRR957078_7_length_332_cov_12.5318	332	0.5663	0	12.532	Bacteria	4584.0	0	Firmicutes	4584.0	0	Lactobacillales	4245.0	1	Lactobacillaceae	4245.0	1	Lactobacillus	4245.0	1	uncultured Lactobacillus sp.	3040.0	2
SRR957078_8_length_297_cov_16.0303	297	0.5118	0	16.03	Bacteria	5130.0	0	Proteobacteria	4653.0	1	Neisseriales	4653.0	1	Neisseriaceae	4653.0	1	Neisseriaceae-undef	2196.0	4	uncultured Neisseriaceae bacterium	2196.0	4
SRR957078_9_length_246_cov_11.9531	246	0.5447	0	11.953	Bacteria	4271.0	0	Proteobacteria	3387.0	1	Orbales	1314.0	3	Orbaceae	1314.0	3	Gilliamella	1314.0	3	Gilliamella apicola	1314.0	3
SRR957078_10_length_230_cov_5.92893	230	0.5	0	5.929	Bacteria	3814.0	0	Proteobacteria	3814.0	0	Orbales	3222.0	1	Orbaceae	3222.0	1	Gilliamella	2872.0	2	Gilliamella apicola	2872.0	2
SRR957078_11_length_210_cov_5.0791	210	0.4476	0	5.079	Bacteria	3137.0	0	Proteobacteria	3137.0	0	Rhizobiales	3137.0	0	Bartonellaceae	1805.0	1	Bartonella	1805.0	1	uncultured Rhizobiales bacterium	1332.0	4
SRR957078_12_length_201_cov_14.5357	201	0.5473	0	14.536	Bacteria	3411.0	0	Proteobacteria	3069.0	1	Neisseriales	1581.0	2	Neisseriaceae	1581.0	2	Proteobacteria-undef	1488.0	4	uncultured beta proteobacterium	1488.0	5
SRR957078_13_length_191_cov_68.7278	191	0.5183	0	68.728	Bacteria	3235.0	0	Firmicutes	2661.0	1	Lactobacillales	2661.0	1	Lactobacillaceae	2661.0	1	Lactobacillus	2661.0	1	uncultured Lactobacillus sp.	701.0	7
SRR957078_14_length_182_cov_35.1275	182	0.5824	0	35.127	Bacteria	2255.0	1	Proteobacteria	1974.0	2	Rhizobiales	1974.0	2	Bartonellaceae	1695.0	3	Bartonella	1695.0	3	Bartonella schoenbuchensis	1132.0	5
SRR957078_15_length_177_cov_18.0694	177	0.5085	0	18.069	Bacteria	3144.0	0	Proteobacteria	3144.0	0	Neisseriales	2817.0	1	Neisseriaceae	2817.0	1	Kingella	915.0	5	Kingella kingae	915.0	6
SRR957078_16_length_167_cov_11.4851	167	0.497	0	11.485	Bacteria	2658.0	0	Firmicutes	2084.0	1	Lactobacillales	1510.0	2	Lactobacillaceae	1510.0	2	Lactobacillus	1510.0	2	Lactobacillus kunkeei	992.0	4
SRR957078_17_length_161_cov_30.1484	161	0.5776	0	30.148	Bacteria	2840.0	0	Actinobacteria	2840.0	0	Bifidobacteriales	2840.0	0	Bifidobacteriaceae	2840.0	0	Bifidobacterium	2840.0	0	uncultured Bifidobacterium sp.	1648.0	3
SRR957078_18_length_159_cov_19.3889	159	0.522	0	19.389	Bacteria	2382.0	1	Firmicutes	1794.0	2	Lactobacillales	1206.0	3	Lactobacillaceae	1206.0	3	Lactobacillus	1206.0	3	Lactobacillus plantarum	684.0	5
SRR957078_19_length_159_cov_11.4048	159	0.522	0	11.405	Bacteria	2824.0	0	Bacteria-undef	1470.0	1	Bacteria-undef	1470.0	2	Bacteria-undef	1470.0	2	Bacteria-undef	1470.0	4	uncultured bacterium	1470.0	4
SRR957078_20_length_158_cov_5.136	158	0.4747	0	5.136	Bacteria	2811.0	0	Proteobacteria	2022.0	1	Proteobacteria-undef	1460.0	2	Proteobacteria-undef	1460.0	2	Proteobacteria-undef	1460.0	2	uncultured gamma proteobacterium	1460.0	2
SRR957078_21_length_156_cov_14.6016	156	0.4872	0	14.602	Bacteria	2022.0	1	Proteobacteria	2022.0	1	Orbales	1239.0	2	Orbaceae	1239.0	2	Gilliamella	1044.0	3	Gilliamella apicola	1044.0	3
SRR957078_22_length_154_cov_4.15702	154	0.539	0	4.157	Bacteria	2667.0	0	Proteobacteria	2388.0	1	Rhizobiales	1830.0	2	Bartonellaceae	1282.0	3	Bartonella	1282.0	3	uncultured alpha proteobacterium	558.0	5
SRR957078_23_length_153_cov_60.2333	153	0.5163	0	60.233	Bacteria	2680.0	0	Firmicutes	2430.0	1	Lactobacillales	1864.0	2	Lactobacillaceae	1864.0	2	Lactobacillus	1864.0	2	Lactobacillus oligofermentans	732.0	6
SRR957078_24_length_152_cov_31.8992	152	0.4803	0	31.899	Bacteria	2597.0	0	Proteobacteria	2597.0	0	Neisseriales	1754.0	1	Neisseriaceae	1754.0	1	Neisseria	1192.0	3	Neisseria meningitidis	948.0	4
SRR957078_25_length_148_cov_17.1043	148	0.5676	0	17.104	Bacteria	2626.0	0	Proteobacteria	2626.0	0	Rhizobiales	2078.0	1	Bartonellaceae	1256.0	2	Bartonella	1256.0	2	Bartonella quintana	1256.0	2
SRR957078_26_length_147_cov_5.33333	147	0.5374	0	5.333	Bacteria	2598.0	0	Proteobacteria	2054.0	1	Orbales	772.0	3	Orbaceae	772.0	3	unresolved	544.0	5	unresolved	544.0	5
SRR957078_27_length_135_cov_34.4706	135	0.563	0	34.471	Bacteria	2445.0	0	Proteobacteria	2445.0	0	Rhodospirillales	2445.0	0	Acetobacteraceae	2445.0	0	Commensalibacter	1195.0	2	uncultured Commensalibacter sp.	1195.0	2
SRR957078_28_length_126_cov_18.871	126	0.5476	0	18.871	Bacteria	2207.0	0	Bacteria-undef	1106.0	2	Bacteria-undef	1106.0	2	Bacteria-undef	1106.0	3	Bacteria-undef	1106.0	3	uncultured bacterium	672.0	6
SRR957078_29_length_125_cov_15.3478	125	0.512	0	15.348	Bacteria	1859.0	1	Firmicutes	1397.0	2	Lactobacillales	935.0	3	Lactobacillaceae	759.0	4	Lactobacillus	759.0	4	Lactobacillus plantarum	528.0	5
SRR957078_30_length_117_cov_16.2976	117	0.5128	0	16.298	Bacteria	2042.0	0	Proteobacteria	2042.0	0	Neisseriales	1825.0	1	Neisseriaceae	1825.0	1	Kingella	585.0	5	Kingella kingae	585.0	6
SRR957078_31_length_116_cov_61.1325	116	0.5948	0	61.133	Bacteria	1548.0	0	Proteobacteria	1548.0	0	Rhodospirillales	1236.0	2	Rhodospirillaceae	1236.0	2	Azospirillum	1078.0	3	Azospirillum brasilense	1078.0	3
SRR957078_32_length_116_cov_54.8072	116	0.4828	0	54.807	Bacteria	1934.0	0	Firmicutes	1451.0	1	Lactobacillales	1236.0	2	Lactobacillaceae	1236.0	2	Lactobacillus	1236.0	2	uncultured bacterium	483.0	7
SRR957078_33_length_104_cov_65.0704	104	0.5673	0	65.07	Bacteria	1910.0	0	Proteobacteria	1717.0	1	Rhodospirillales	1717.0	1	Acetobacteraceae	1717.0	1	Gluconobacter	756.0	4	Gluconobacter oxydans	756.0	6
SRR957078_34_length_101_cov_15.8235	101	0.5446	0	15.823	Bacteria	1870.0	0	Bacteria-undef	1122.0	1	Bacteria-undef	1122.0	1	Bacteria-undef	1122.0	1	Bacteria-undef	1122.0	1	uncultured bacterium	1122.0	2
SRR957078_35_length_92_cov_73.8814	92	0.5761	0	73.881	Bacteria	1710.0	0	Bacteria-undef	1368.0	1	Bacteria-undef	1368.0	1	Bacteria-undef	1368.0	1	Bacteria-undef	1368.0	1	unresolved	342.0	6
SRR957078_36_length_81_cov_42.25	81	0.4938	0	42.25	Bacteria	1500.0	0	Firmicutes	1350.0	1	Lactobacillales	1350.0	1	Lactobacillaceae	1350.0	1	Lactobacillus	1350.0	1	Lactobacillus helveticus	450.0	6
SRR957078_37_length_81_cov_39.9792	81	0.6296	0	39.979	Bacteria	1500.0	0	Proteobacteria	1500.0	0	Rhodospirillales	1500.0	0	Acetobacteraceae	1500.0	0	Acetobacter	1050.0	1	Acetobacter pasteurianus	750.0	3
SRR957078_38_length_81_cov_18.2292	81	0.5062	0	18.229	Bacteria	1500.0	0	Firmicutes	1050.0	1	Lactobacillales	1050.0	1	Lactobacillaceae	1050.0	2	Lactobacillus	1050.0	3	Lactobacillus johnsonii	900.0	4
SRR957078_39_length_78_cov_61.4444	78	0.5128	0	61.444	Bacteria	1400.0	0	Proteobacteria	820.0	1	Rhodospirillales	820.0	1	Acetobacteraceae	820.0	1	Commensalibacter	675.0	2	uncultured Commensalibacter sp.	675.0	2
SRR957078_40_length_75_cov_20.5238	75	0.5067	0	20.524	Bacteria	1390.0	0	Proteobacteria	1251.0	1	Rhizobiales	973.0	2	Bartonellaceae	973.0	2	Bartonella	834.0	3	Bartonella henselae	417.0	5
SRR957078_41_length_71_cov_40.8947	71	0.6479	0	40.895	Bacteria	660.0	1	Proteobacteria	660.0	1	Rhodospirillales	660.0	1	Acetobacteraceae	660.0	1	Acetobacteraceae-undef	660.0	1	unidentified	630.0	3
SRR957078_42_length_70_cov_48.1892	70	0.5286	0	48.189	Bacteria	1225.0	0	Proteobacteria	1225.0	0	Rhodospirillales	1225.0	0	Acetobacteraceae	1225.0	0	Commensalibacter	575.0	2	uncultured Commensalibacter sp.	575.0	2
SRR957078_43_length_67_cov_68.7059	67	0.5522	0	68.706	Bacteria	1240.0	0	Firmicutes	992.0	1	Lactobacillales	868.0	2	Lactobacillaceae	868.0	2	Lactobacillus	744.0	3	Lactobacillus salivarius	496.0	5
SRR957078_44_length_67_cov_9.52941	67	0.5075	0	9.529	Bacteria	1240.0	0	Firmicutes	1240.0	0	Lactobacillales	1240.0	0	Lactobacillaceae	1240.0	0	Pediococcus	1116.0	1	Pediococcus damnosus	744.0	4
SRR957078_45_length_66_cov_128	66	0.5758	0	128.0	Bacteria	1217.0	0	Bacteria-undef	729.0	1	Bacteria-undef	729.0	2	Bacteria-undef	729.0	3	Bacteria-undef	729.0	3	Mesorhizobium loti	244.0	8
SRR957078_46_length_65_cov_141.531	65	0.5692	0	141.531	Bacteria	1210.0	0	Proteobacteria	847.0	2	unresolved	242.0	7	Proteobacteria-undef	242.0	8	Proteobacteria-undef	242.0	8	unresolved	121.0	9
SRR957078_47_length_65_cov_41.8125	65	0.5692	0	41.812	Bacteria	1131.0	0	Proteobacteria	1131.0	0	Rhodospirillales	1131.0	0	Acetobacteraceae	1131.0	0	Commensalibacter	526.0	2	uncultured Commensalibacter sp.	526.0	2
SRR957078_48_length_65_cov_26.5938	65	0.5692	0	26.594	Bacteria	1210.0	0	Proteobacteria	1210.0	0	Neisseriales	1210.0	0	unresolved	605.0	1	Laribacter	605.0	3	Laribacter hongkongensis	605.0	4
SRR957078_49_length_61_cov_108.964	61	0.4918	0	108.964	Bacteria	1017.0	1	Proteobacteria	1017.0	1	Rhizobiales	452.0	4	unresolved	339.0	5	Legionella	339.0	6	unresolved	113.0	9
SRR957078_50_length_58_cov_110.04	58	0.5862	0	110.04	Bacteria	1080.0	0	Bacteria-undef	648.0	1	Bacteria-undef	648.0	1	Bacteria-undef	648.0	3	Bacteria-undef	648.0	3	unresolved	108.0	9
SRR957078_51_length_58_cov_24.24	58	0.5517	0	24.24	Bacteria	1080.0	0	Proteobacteria	648.0	2	Rhizobiales	540.0	3	Bartonellaceae	324.0	5	Bartonella	324.0	6	unresolved	216.0	7
SRR957078_52_length_57_cov_7.875	57	0.5263	0	7.875	Bacteria	954.0	1	Proteobacteria	848.0	2	unresolved	318.0	4	unresolved	318.0	4	unresolved	318.0	5	unresolved	106.0	9
SRR957078_53_length_56_cov_86.087	56	0.5357	0	86.087	Bacteria	1040.0	0	Proteobacteria	1040.0	0	unresolved	520.0	1	unresolved	520.0	1	unresolved	520.0	1	unresolved	520.0	1
SRR957078_54_length_53_cov_49.05	53	0.5283	0	49.05	Bacteria	990.0	0	Firmicutes	693.0	1	Lactobacillales	693.0	2	Lactobacillaceae	693.0	2	Lactobacillus	693.0	2	Lactobacillus johnsonii	495.0	3
SRR957078_55_length_52_cov_70.6316	52	0.5769	0	70.632	Bacteria	971.0	0	Proteobacteria	971.0	0	Burkholderiales	971.0	0	Comamonadaceae	485.5	2	Comamonadaceae-undef	485.5	2	Alcaligenes sp.	388.4	6
SRR957078_56_length_49_cov_71.4375	49	0.6122	0	71.438	Bacteria	916.0	0	Proteobacteria	458.0	2	Rhizobiales	458.0	2	Bradyrhizobiaceae	366.4	4	unresolved	183.2	6	Candidatus Phytoplasma australiense	183.2	8
SRR957078_57_length_45_cov_46.5	45	0.5778	0	46.5	Bacteria	757.8	1	Proteobacteria	336.8	4	Corynebacteriales	252.6	6	Mycobacteriaceae	252.6	6	Mycobacterium	252.6	7	unresolved	84.2	9
SRR957078_58_length_41_cov_11.875	41	0.5122	0	11.875	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
SRR957078_59_length_39_cov_50.8333	39	0.5641	0	50.833	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
